"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"RXFP1",-1.33281596,5.07439346,-2.6403515000026,0.015630302287668,0.0915627410407273,-3.27625124273366
"PTCH2",-1.27054052,4.34970849,-2.64031765516223,0.0156314543700849,0.0915627410407273,-3.27631784949658
"TRIOBP",-0.336499100000001,11.66843365,-2.63973491400467,0.015651303545404,0.0916352853849592,-3.27746462407402
"GLO1",0.458145400000003,12.600688,2.63965824971142,0.015653916637335,0.0916352853849592,-3.27761548277702
"LINC01798",1.37328083,5.818038165,2.63947309207242,0.0156602294112616,0.0916352853849592,-3.27797982448194
"CBY3",-0.91649009,4.870894825,-2.63946892560058,0.0156603714908489,0.0916352853849592,-3.27798802287025
"ADAP2",0.491594899999999,9.15881815,2.63903289503991,0.0156752471753598,0.0916615961242737,-3.27884596931028
"EFCAB6",-0.451619850000003,6.141645815,-2.63902459104904,0.0156755306051544,0.0916615961242737,-3.27886230784718
"MSH5",0.63212425,7.625148805,2.63897360742448,0.015677270872006,0.0916615961242737,-3.27896262027596
"LOC101928682",-1.14939074,4.51471021,-2.63884275868834,0.0156817380777188,0.0916635420303462,-3.27922006656366
"GLB1",0.444078100000002,10.66288275,2.63810917924866,0.0157068049404966,0.0917858651385741,-3.28066328233038
"EP300",0.524403149999998,9.704027075,2.63754989315034,0.0157259415353031,0.0918734782026893,-3.2817634750749
"SKAP1-AS2",-1.16525726,4.32832718,-2.63709380413558,0.0157415634403637,0.0919405171328515,-3.2826605848176
"RNF168",0.414917450000001,10.635040675,2.63674097477486,0.0157536585707514,0.0919869276197336,-3.28335453734332
"ELL2",-1.1239466,11.5130457,-2.63611512532668,0.0157751345516885,0.0920801143967667,-3.28458536569516
"OR5E1P",-1.54512701,4.208274885,-2.63588188942622,0.0157831451014936,0.0920801143967667,-3.28504402493968
"DEFB114",-1.762099237,2.4584099575,-2.63584695766336,0.0157843451732865,0.0920801143967667,-3.28511271675488
"ESR2",-0.700798219999998,6.61007424,-2.63579208661949,0.0157862304281318,0.0920801143967667,-3.28522061745807
"RFC3",0.869993600000001,10.24045395,2.63547850151641,0.0157970086438976,0.0921187476706614,-3.28583724422396
"EGFLAM-AS2",-1.83118309,3.650430765,-2.63489321348293,0.0158171441542354,0.0921782226146204,-3.28698805037738
"ADGRF3",-1.07436291,5.699872295,-2.63470252604857,0.0158237095612442,0.0921782226146204,-3.28736295852785
"ASTN2",-0.716286019999999,6.826442,-2.63469387166247,0.0158240075946041,0.0921782226146204,-3.28737997350755
"SIRT3",-0.406936649999999,8.345330225,-2.63452309509519,0.015829889757333,0.0921782226146204,-3.28771572393366
"PTGER2",-1.29806575,9.199597525,-2.63446989828463,0.0158317224700016,0.0921782226146204,-3.28782030794712
"SERPINB5",2.27484793,10.099525685,2.63445739256117,0.0158321533406916,0.0921782226146204,-3.28784489384152
"KCNJ6",1.28766425,4.540240585,2.63395949555834,0.0158493168311868,0.0922476096681607,-3.28882370100121
"LINC02941",-1.06612059,5.108896295,-2.63387032876628,0.0158523924421854,0.0922476096681607,-3.28899898337998
"CATSPERB",-1.29262313,7.707113585,-2.63373078508138,0.0158572068246344,0.0922514123613146,-3.28927329015341
"ZNF223",-0.48043867,7.592982955,-2.63336045374951,0.0158699902886955,0.0923015620909413,-3.29000123293373
"LGI3",-0.638398800000001,2.89643594,-2.63236048709117,0.0159045567995227,0.092478344820933,-3.29196658208021
"MACROD1",-0.480311769999997,7.262435735,-2.63213467867822,0.0159123723099047,0.0924995297542993,-3.29241034114923
"ADH1B",-2.4584178,9.8415657,-2.63192369057438,0.0159196781505428,0.0925028897228461,-3.2928249593004
"MC3R",-1.0714553,4.75658252,-2.63187701489034,0.015921294807739,0.0925028897228461,-3.29291668079687
"DOCK3",1.44362295,3.292015335,2.63163972888251,0.01592951583606,0.0925264070215581,-3.29338295528789
"MST1",-0.992786049999999,9.416439675,-2.63111631266649,0.0159476643374665,0.0926075605096829,-3.29441141540864
"LMNB1",0.881928500000003,10.37630465,2.63057969482911,0.0159662908627041,0.0926914466396996,-3.29546571640647
"LINC01127",-2.205543343,4.3372137085,-2.63027791225419,0.0159767750572583,0.0927175682938573,-3.29605858905016
"SST",-3.18566648,9.23572586,-2.63020111706875,0.0159794440282402,0.0927175682938573,-3.29620945341658
"PET117",-0.567543200000003,11.20793,-2.63008914917345,0.015983336160711,0.0927175682938573,-3.2964294109939
"DACT3-AS1",-1.32318662,4.97304797,-2.62989159387775,0.0159902055939065,0.0927331541256872,-3.29681749180673
"PIGV",-0.423559900000003,9.29126055,-2.62932396148198,0.0160099589493175,0.0928234309271231,-3.29793248238594
"SQLE",0.927694100000004,10.8998623,2.62917800694071,0.0160150418275283,0.0928286254531057,-3.29821916023969
"DUOXA2",-1.91425489,8.431350275,-2.6289991543357,0.0160212724621916,0.0928404683113564,-3.29857044498
"SELENOO",-0.403741199999999,9.05507805,-2.62843423239604,0.0160409675229012,0.0929067349949214,-3.29967993597922
"CCDC169",-1.964023585,4.4515318375,-2.62843075348698,0.0160410888800938,0.0929067349949214,-3.29968676811518
"LOC105379477",-1.33618848,5.05829462,-2.62770168314764,0.0160665406922479,0.0930298442642537,-3.30111847658505
"TMC3-AS1",-0.8786137,6.09386402,-2.62742779868392,0.0160761118403504,0.0930403344604546,-3.30165626798849
"AKAP3",-1.01447382,3.21602983,-2.62740967562944,0.0160767453573588,0.0930403344604546,-3.30169185295665
"NFKBIE",0.534651890000005,8.929985555,2.62700060944292,0.0160910511200594,0.0930988242126403,-3.30249503182234
"WDFY2",-0.60199525,8.932597425,-2.62674331077291,0.0161000554660406,0.093126618767959,-3.30300019361315
"TRIM55",-1.59776728,4.33979586,-2.62621011848869,0.0161187300547719,0.0932103192603932,-3.30404695155619
"H2BC13",-1.16263126,3.30455358,-2.62568494432436,0.0161371438161518,0.093234213918278,-3.30507787128037
"NEMP1",0.516388349999998,9.538792425,2.62566239692834,0.0161379348221276,0.093234213918278,-3.30512212978206
"COP1",0.507232499999999,10.7814841,2.62563574189165,0.0161388699792707,0.093234213918278,-3.30517445098208
"CXCL14",-2.09457809,11.702104255,-2.62560852425533,0.016139824927305,0.093234213918278,-3.30522787625317
"SEMA7A",1.0179676,6.78221805,2.62549272859876,0.0161438882879559,0.093234213918278,-3.30545516768535
"HOTAIR",2.4481345,4.90462913,2.62509728134863,0.0161577721286293,0.0932859203624584,-3.30623134255232
"TIMP4",-1.4421096,6.02821888,-2.62491610400299,0.0161641368886688,0.0932859203624584,-3.30658693505364
"STEAP1",0.906287400000002,10.7542694,2.62486212294268,0.0161660337011238,0.0932859203624584,-3.30669288018646
"TC2N",-0.808513300000001,10.2445885,-2.62473273620601,0.0161705810103963,0.0932859203624584,-3.30694681500866
"RPS6KA5",-0.836975349999998,10.058241475,-2.62460805275571,0.0161749641652445,0.0932859203624584,-3.30719151360362
"ARAP3",0.486837449999999,8.796893125,2.62451924385689,0.0161780868609288,0.0932859203624584,-3.30736580296656
"CAPSL-DT",-1.16578747,3.564968165,-2.62416268005407,0.0161906300793116,0.0933339728259017,-3.30806553926264
"TRIM46",0.587209489999998,6.923593055,2.62387799316184,0.0162006514020784,0.0933674661386746,-3.30862418923234
"CALHM6",1.0240849,10.80695385,2.62331816400226,0.016220375154625,0.0934568444784801,-3.30972267667174
"FAM3C",-0.465892400000003,12.4403699,-2.6223136145628,0.0162558240430574,0.0936313976235585,-3.31169351151167
"FSIP2",-2.17429961,3.482015445,-2.62222040664857,0.0162591169027423,0.0936313976235585,-3.31187635904684
"TREM1",1.22996544,6.73747353,2.62180158075707,0.0162739210068748,0.093692314371182,-3.31269793924738
"PAK1IP1",0.598428050000003,9.630835525,2.6209364235127,0.0163045417547863,0.0938442355257963,-3.31439486024006
"EFNA1",0.878775200000002,10.9007301,2.62026227361273,0.0163284398324366,0.0939573941149626,-3.3157169569401
"MMUT",-0.384957049999993,11.897332325,-2.62008401153204,0.0163347646083995,0.0939693996193109,-3.31606652566345
"MYL4",-0.766041590000001,7.006442395,-2.61985646747495,0.0163428412801225,0.0939914744543699,-3.31651271923306
"EPCAM",0.541263949999999,14.299488675,2.61937380265418,0.0163599859419582,0.0940305856886509,-3.31745912160072
"PPP1R8",0.331468550000002,10.831408525,2.61936864442642,0.0163601692582409,0.0940305856886509,-3.31746923533868
"DHRS7B",-0.450989900000001,9.58820355,-2.61930685743425,0.0163623652332694,0.0940305856886509,-3.31759038037679
"ERMAP",-0.469395659999998,8.49140967,-2.61885864909088,0.0163783033654089,0.0940401236797373,-3.31846913708794
"SNHG8",-0.427078399999997,11.8117439,-2.6187292031169,0.0163829091462641,0.0940401236797373,-3.31872291555355
"EIF3J",0.4301589,11.24419955,2.61866538373424,0.0163851803358335,0.0940401236797373,-3.31884803110359
"HSD17B7",0.322869349999998,10.822314175,2.61861726268282,0.0163868930533613,0.0940401236797373,-3.31894236970586
"NSUN2",0.399077950000001,10.474939525,2.61853698924591,0.016389750510121,0.0940401236797373,-3.31909973943042
"F12",1.49182007,7.470886435,2.61853407288511,0.0163898543313355,0.0940401236797373,-3.31910545668244
"TTLL7-IT1",-0.998090959999998,5.2563159,-2.61842560940624,0.0163937160264393,0.0940401236797373,-3.3193180870429
"ALOX15B",-1.39153861,5.026672715,-2.61795693053097,0.0164104125800664,0.094111551296599,-3.32023683128609
"BBS9",0.456742219999996,8.04166245,2.61769366471062,0.0164197983915788,0.0941410266717595,-3.32075287345855
"ACKR3",0.7404121,10.3235668,2.61696907881611,0.0164456571142046,0.0942649079314967,-3.32217304910355
"MBD3L1",-1.03005188,4.83386926,-2.61641708853421,0.0164653821093588,0.094353576310828,-3.32325481627372
"ATP6V0E1",-0.290129049999997,13.287821375,-2.61571053044712,0.0164906630694082,0.0944296458693089,-3.32463934218347
"AGAP12P",-0.374794450000001,9.932433125,-2.6154511626227,0.016499952555036,0.0944296458693089,-3.32514753857046
"AGAP4",-0.374794450000001,9.932433125,-2.6154511626227,0.016499952555036,0.0944296458693089,-3.32514753857046
"AGAP5",-0.374794450000001,9.932433125,-2.6154511626227,0.016499952555036,0.0944296458693089,-3.32514753857046
"AGAP9",-0.374794450000001,9.932433125,-2.6154511626227,0.016499952555036,0.0944296458693089,-3.32514753857046
"KRT23",2.33078211,7.292942385,2.61525648293016,0.0165069284235829,0.0944451896978724,-3.32552897167042
"CAMSAP2",0.559959100000002,10.37639625,2.61501757987821,0.0165154927318368,0.0944489296652952,-3.32599703268691
"GXYLT2",1.14023895,8.285116275,2.61490680900166,0.0165194651210089,0.0944489296652952,-3.32621404915537
"RILP",-0.551484140000001,8.46121893,-2.6147681776949,0.0165244378924344,0.0944489296652952,-3.32648564221137
"NDFIP1",-0.312301950000002,11.286423675,-2.61476304109629,0.0165246221718317,0.0944489296652952,-3.32649570520855
"MECR",-0.308287799999999,10.663016,-2.61458851835734,0.0165308844610441,0.0944603709757241,-3.32683760332901
"FAM66D",-1.64892687,4.706010495,-2.61377580423853,0.0165600760829412,0.0945540682036802,-3.32842960626595
"FAM90A1",-1.64892687,4.706010495,-2.61377580423853,0.0165600760829412,0.0945540682036802,-3.32842960626595
"FAM90A2P",-1.64892687,4.706010495,-2.61377580423853,0.0165600760829412,0.0945540682036802,-3.32842960626595
"HS6ST3",-1.33899361,6.277768245,-2.61335168559384,0.0165753291798751,0.0945927798813332,-3.32926030777651
"HSPBAP1",0.325803000000001,9.4825591,2.61335002259476,0.0165753890144323,0.0945927798813332,-3.32926356489058
"SCARB2",-0.368269549999999,13.353219025,-2.61315574769465,0.0165823804109536,0.094608326323019,-3.3296440607858
"NDC1",0.675667899999999,10.60557715,2.61265122869212,0.0166005496038642,0.0946835980904241,-3.33063212103375
"ZKSCAN1",-0.417722199999998,12.3503056,-2.61249866881969,0.0166060474260074,0.0946835980904241,-3.33093087966364
"BEND4",-1.78740787,5.689659255,-2.61243380614346,0.0166083854121898,0.0946835980904241,-3.33105789801786
"SMAP2",-0.746405770000001,9.217280715,-2.61214672497013,0.0166187370324785,0.0947182567473217,-3.33162006136831
"SPDL1",0.5508533,9.33438185,2.61195256965171,0.0166257413680799,0.0947338246907476,-3.33200024046355
"IGLL3P",-2.438433,12.0743922,-2.61140273674628,0.0166455922260281,0.0948225655815184,-3.33307680601202
"SERPINB2",2.03437512,4.59700456,2.61095124057341,0.0166619095116345,0.0948911368565239,-3.33396074953873
"GFPT2",0.793120859999998,7.55309599,2.61019229955609,0.0166893720148948,0.0950231296718627,-3.3354464488807
"SYDE1",0.3816813,8.58318055,2.60985290955795,0.0167016667572118,0.0950476015251272,-3.33611077110928
"H3C8",1.69307012,4.58513399,2.60983697611234,0.0167022441722022,0.0950476015251272,-3.33614195824418
"DLG5",0.700740549999997,11.060628725,2.6095336822625,0.0167132388847429,0.0950667125989089,-3.33673558959418
"EXO1",1.14711467,7.170853205,2.60950777853604,0.0167141782378128,0.0950667125989089,-3.33678628895966
"DNAAF5",0.495387900000003,10.52944715,2.60938845221311,0.0167185060403082,0.0950669395792954,-3.33701983409441
"EVX1",-1.0218179,5.84726121,-2.60924611605444,0.0167236697608874,0.0950719185304193,-3.33729840741113
"CAMK2B",-0.490431330000002,6.972343365,-2.60903548399768,0.0167313139049542,0.0950909922037269,-3.33771063291375
"ITGBL1",1.36579543,8.727069755,2.60792576172131,0.0167716418093915,0.0952957638534134,-3.33988219735469
"FAM114A2",-0.412013499999999,9.47621785,-2.60742572781551,0.0167898432660798,0.0953723356967141,-3.34086054784869
"UFM1",-0.320543149999997,12.176264575,-2.60731925133629,0.0167937214631713,0.0953723356967141,-3.34106886488824
"PTTG1IP",-0.426676649999999,13.708719575,-2.6070531023738,0.0168034191142283,0.0954029718774789,-3.34158955724313
"DPF2",0.288030900000001,9.67147415,2.60682034358753,0.0168119044599295,0.095426711157475,-3.34204490461675
"LSG1",0.512962550000003,9.984896925,2.60650009798967,0.0168235857910741,0.0954603505326489,-3.3426713714886
"CRACR2B",-0.725214650000003,7.417633005,-2.60616145109866,0.0168359466599153,0.0954603505326489,-3.34333379545912
"STAG3L1",-0.36524002,8.53315784,-2.60596975407047,0.0168429475440796,0.0954603505326489,-3.34370875412676
"STAG3L2",-0.36524002,8.53315784,-2.60596975407047,0.0168429475440796,0.0954603505326489,-3.34370875412676
"STAG3L3",-0.36524002,8.53315784,-2.60596975407047,0.0168429475440796,0.0954603505326489,-3.34370875412676
"OTC",-2.791382472,4.606181194,-2.60595011976615,0.0168436647550279,0.0954603505326489,-3.34374715801469
"ORAI3",0.441765950000004,8.918045075,2.60568944092076,0.016853189683237,0.0954899229407228,-3.3442570220727
"ANKRD10",0.480472450000001,11.886938325,2.6053364032142,0.0168660974064118,0.0954979527758622,-3.34494749311471
"NCAPG2",0.6855619,9.14029875,2.60528771516562,0.0168678782646695,0.0954979527758622,-3.34504271370691
"ASB8",-0.396645499999996,10.5921044,-2.60524022440833,0.0168696155005964,0.0954979527758622,-3.3451355919102
"FBN2",-0.673308719999999,8.02261879,-2.60517952316398,0.0168718362285441,0.0954979527758622,-3.34525430484196
"FEN1",0.686507549999996,10.595216875,2.6047312269294,0.0168882454867584,0.0955438372381707,-3.34613099355792
"COLGALT1",0.427354749999999,9.386141875,2.60471940519585,0.0168886784084744,0.0955438372381707,-3.34615411118797
"PTAFR",0.564230150000007,9.669741125,2.60460493465458,0.0168928709563677,0.0955438372381707,-3.34637795798629
"CCL16",-1.835596486,3.891760797,-2.60421867260986,0.0169070252671403,0.0955995045135854,-3.34713325782251
"VWA7",-1.37745524,4.25618625,-2.60400798994051,0.0169147503046851,0.0956115300759764,-3.34754520597816
"PLEKHA6",-0.879409330000003,9.346187335,-2.60392547021194,0.0169177769378041,0.0956115300759764,-3.3477065526252
"RPS18",-0.249064850000002,15.115548625,-2.6037752545059,0.016923287814376,0.095618301257016,-3.3480002555631
"FAM227B",-0.295925640000002,8.15183446,-2.6036198636864,0.0169289903289608,0.0956237595282116,-3.34830406846558
"ADAM6",-0.995823270000001,5.325271945,-2.60351390347382,0.0169328798839817,0.0956237595282116,-3.34851123201164
"FOXD4",-1.37187819,4.829231425,-2.60291598309413,0.0169548439640754,0.0957234136815674,-3.34968015530246
"CREG1",0.476280999999995,12.7027666,2.6026040762947,0.0169663122481332,0.0957637751663341,-3.3502898767529
"FAM162A",-0.537670850000001,12.640937575,-2.60227787443002,0.016978313963762,0.0958071262129209,-3.35092750536243
"CC2D1A",-0.469959750000001,7.323384695,-2.60191729556704,0.0169915898047451,0.0958576431452935,-3.35163228671917
"CYP4F3",-1.43322108,8.49123882,-2.60169877037883,0.0169996402581386,0.0958786629771536,-3.35205938978759
"RCN1",0.874691849999996,11.916655325,2.60141298137805,0.0170101741342016,0.0959136751600672,-3.35261793290325
"MZT2A",0.420466100000001,11.6470412,2.60117661557616,0.0170188909746516,0.09593842659522,-3.35307986179565
"IRGC",-1.32127806,4.29904069,-2.6006656395138,0.0170377494560627,0.09602032109567,-3.35407839242619
"FKBP2",-0.5695076,10.60904595,-2.6002482159473,0.0170531698383624,0.0960653357049993,-3.3548940370049
"PREPL",0.372422199999997,10.90991875,2.60017462925719,0.0170558896280781,0.0960653357049993,-3.35503781875461
"RPA1",0.374901700000004,11.28000605,2.60006457052468,0.0170599582005701,0.0960653357049993,-3.3552528599718
"C10orf71",-1.6170514,4.59614637,-2.5999804503186,0.0170630685132059,0.0960653357049993,-3.35541721758242
"MNS1",0.932732060000001,8.33153787,2.59983537916315,0.0170684337202707,0.0960692562380815,-3.35570065779038
"RAB11FIP2",-0.831057449999999,11.545521925,-2.59966360913106,0.0170747883961559,0.0960692562380815,-3.35603625257152
"ALX3",-1.06842147,4.911574665,-2.59961021475772,0.0170767641889982,0.0960692562380815,-3.35614056939401
"ATP2C1",0.401060500000007,10.52845915,2.59891852850632,0.017102378676738,0.0960977245950974,-3.35749182773884
"IGKV1OR1-1",-1.37714485,10.678265625,-2.59884716356357,0.0171050235200905,0.0960977245950974,-3.35763123449886
"IGKV1OR2-118",-1.37714485,10.678265625,-2.59884716356357,0.0171050235200905,0.0960977245950974,-3.35763123449886
"SRGAP2",0.76027624,9.06556963,2.59882075400376,0.0171060023778145,0.0960977245950974,-3.35768282338923
"SRGAP2C",0.76027624,9.06556963,2.59882075400376,0.0171060023778145,0.0960977245950974,-3.35768282338923
"ISOC1",-0.439807949999999,11.662219175,-2.59858668903649,0.0171146801927795,0.0960977245950974,-3.35814003903455
"GZF1",0.436998600000003,9.7481581,2.59854989852879,0.0171160445556838,0.0960977245950974,-3.35821190275119
"PSMD3",0.771551999999996,9.6940008,2.59853762653727,0.0171164996809363,0.0960977245950974,-3.35823587379734
"FAM151A",-1.34884594,4.20638115,-2.59826151480359,0.0171267427165735,0.0961307966282597,-3.3587751923155
"CD200",0.675808100000005,9.15148345,2.5980907166331,0.0171330817826316,0.0961307966282597,-3.35910879220881
"SH3PXD2A",0.567065550000002,10.167850875,2.59802832487954,0.0171353979646783,0.0961307966282597,-3.35923065204813
"PTGDR",-0.77339681,6.410392895,-2.59754964798231,0.017153177810001,0.0962053397566914,-3.36016552875752
"APOA1",-1.749796,6.91963747,-2.59743701821776,0.0171573638265283,0.0962053397566914,-3.36038548764171
"NTNG1",-0.913362330000001,5.134137645,-2.59696334780384,0.0171749788840941,0.0962797615269911,-3.36131048659315
"OOEP",-1.01201661,6.675679965,-2.5967508850726,0.0171828855765227,0.0962807944678186,-3.36172536459482
"CIB4",-1.16388696,4.7372749,-2.59672501808584,0.0171838484375607,0.0962807944678186,-3.36177587420204
"MITD1",0.316277200000002,10.9286173,2.59654487614567,0.0171905553705389,0.0962940381809542,-3.36212762474499
"HSPA14",0.421344249999997,10.645455075,2.59583708818628,0.0172169311965602,0.0964174239855863,-3.36350956005423
"MOB1A",0.367547449999998,11.180482725,2.59543490742936,0.0172319355163407,0.0964664196381195,-3.36429472619154
"AOX3P-AOX2P",-0.756219340000002,5.54186046,-2.59530411742386,0.0172368176073102,0.0964664196381195,-3.36455005132426
"CLDN4",2.17752948,7.95173065,2.59525280770819,0.0172387332373925,0.0964664196381195,-3.36465021525264
"LGALSL",-0.496154399999996,10.6814067,-2.59421238398526,0.0172776204074087,0.0966596321101836,-3.36668106784001
"BUB3",0.411943750000002,12.667616675,2.59400852769101,0.0172852494789814,0.0966779178099133,-3.36707893910942
"PFKFB1",-0.74517102,5.82196604,-2.59353813885881,0.0173028653214729,0.0967520370850886,-3.36799695143012
"ABHD4",-0.45971235,9.050321075,-2.59304417191393,0.0173213823670263,0.0968069684814833,-3.36896089328674
"LOC101929208",-1.35298103,3.530969245,-2.59299622003573,0.0173231809048133,0.0968069684814833,-3.36905446334476
"HOXB5",0.655484280000001,7.92894975,2.59281078856143,0.0173301375654608,0.0968069684814833,-3.36941629402685
"DGKH",1.03113445,10.130123075,2.59281033426755,0.017330154612016,0.0968069684814833,-3.36941718047103
"LINC01107",-0.919522510000001,5.978968865,-2.59207805347496,0.017357652674688,0.0969361504913116,-3.37084595210919
"IFFO2",0.68451499,7.022689945,2.59195615999638,0.0173622339179529,0.0969373176013432,-3.37108376284311
"IMPA2",-0.563187999999997,10.0396338,-2.59135737900562,0.0173847550490769,0.0970386213980574,-3.37225189000275
"TASP1",0.503457200000001,9.9515603,2.59091975682012,0.0174012321440416,0.0971061459515597,-3.37310554015109
"METAP2",0.283664150000003,11.676492975,2.59006083165988,0.0174336146897307,0.0972623732476144,-3.37478080674891
"KLK13",-1.15897894,5.53263424,-2.58975546236697,0.0174451411683682,0.097302194929281,-3.37537634170735
"NUSAP1",0.945692599999999,10.7486965,2.58931059868363,0.017461945857982,0.0973541046107042,-3.37624386019031
"ADAM19",0.504637919999999,7.72028978,2.58927661867271,0.0174632300769821,0.0973541046107042,-3.37631012089824
"CPT1C",1.07005209,5.631702585,2.58833542671995,0.0174988362790177,0.097528079221242,-3.37814527099722
"TPTE2P1",-0.933829500000003,5.97111267,-2.58812435621226,0.0175068306650737,0.0975459908444288,-3.37855677554212
"OSTM1",0.372436049999999,10.434118475,2.58801828469744,0.0175108494682615,0.0975459908444288,-3.37876356724167
"NIPSNAP3A",-0.434509500000004,11.1306921,-2.58647471727913,0.0175694300931308,0.0978392782135619,-3.38177236899524
"MAP3K8",0.743158750000005,9.619195475,2.58639857776732,0.0175723244709938,0.0978392782135619,-3.38192076180581
"DCST1",-0.959606420000001,2.3440703,-2.58616077398266,0.0175813672693838,0.0978650498944281,-3.38238421821229
"LACRT",-0.7768745,2.94171771,-2.58513392855059,0.0176204647601244,0.098058063302389,-3.38438520510324
"CCAR1",0.328040899999996,12.4247937,2.58501022493901,0.0176251803412549,0.0980596921821738,-3.38462623735719
"RASSF10",-1.24581094,8.28850248,-2.58478530037658,0.0176337575105205,0.0980713981795948,-3.38506448098033
"SYP",-1.38557354,4.12257582,-2.58470147703308,0.0176369549966983,0.0980713981795948,-3.38522779792477
"XIRP2",-1.29130178,4.23075945,-2.58453523814226,0.0176432978835542,0.0980713981795948,-3.38555168141417
"CPA3",-1.297695,11.0320377,-2.58449121376729,0.0176449780045286,0.0980713981795948,-3.38563745249675
"GALNT10",-0.617366050000003,10.175047075,-2.58381424189453,0.0176708325542163,0.098190483348253,-3.38695628370726
"CNFN",1.6644672,4.27066323,2.58341514477107,0.0176860913738762,0.098250646918118,-3.38773370018071
"GRAMD1B",-0.746710949999998,8.071213505,-2.58315604603785,0.0176960042290433,0.0982810896197694,-3.38823837756346
"ASGR1",1.03376165,6.323103385,2.58256365457327,0.0177186881898686,0.0983824282137681,-3.38939215736815
"ACTR3BP5",-1.5293691,3.38446615,-2.5823684909476,0.0177261674261352,0.0983993134714182,-3.38977224276012
"GADD45GIP1",0.438514079999999,8.59301786,2.58212435931615,0.0177355274444535,0.0984266280277793,-3.39024767495541
"TPPP2",-1.232749613,3.1328429235,-2.5818130291967,0.0177474706089823,0.0984682609789153,-3.39085394094072
"EXOC6B",-0.472583610000002,8.202338245,-2.58078462419814,0.0177869758673558,0.098662757556954,-3.39285634638928
"BMS1P20",-2.2591112,13.2348466,-2.58015696487322,0.0178111275179365,0.0987226270500427,-3.39407827195223
"IGLJ2",-2.2591112,13.2348466,-2.58015696487322,0.0178111275179365,0.0987226270500427,-3.39407827195223
"IGLV3-19",-2.2591112,13.2348466,-2.58015696487322,0.0178111275179365,0.0987226270500427,-3.39407827195223
"SLC35A3",-0.562999999999995,11.9575937,-2.57970159127427,0.0178286691264173,0.0987951570111966,-3.3949647025046
"TXNIP",-0.838072550000001,13.743196225,-2.57949997812112,0.0178364407330022,0.0988135251102926,-3.39535713873006
"IQCC",-0.458931170000003,6.722843765,-2.57928407999072,0.0178447665212295,0.0988349534204795,-3.39577736400972
"RBP5",-1.37889822,4.61186318,-2.57805324207551,0.0178923018844843,0.0990613817992851,-3.39817274967433
"DDX56",0.410804350000005,9.147006975,2.57799421423807,0.0178945845521689,0.0990613817992851,-3.39828761238928
"CABIN1",-0.33593402,8.27959774,-2.57758412344966,0.0179104507593448,0.0991244642499833,-3.39908557613346
"LOC102724542",-1.62345993,3.294613915,-2.57660182619849,0.017948509222998,0.0992934394305158,-3.4009967028174
"LARP1B",-0.404822899999997,9.56842625,-2.57651850476707,0.0179517409578357,0.0992934394305158,-3.40115879420195
"PCCA",-0.606792650000001,9.774569275,-2.57644949851651,0.017954417873661,0.0992934394305158,-3.40129303528364
"PPBPP2",-1.20869502,2.92094079,-2.57505350210154,0.0180086526428255,0.0995685380907941,-3.40400835943312
"SLC25A33",0.538158099999995,10.21078795,2.57449087233798,0.0180305545052319,0.0996263726043625,-3.40510251808367
"EFTUD2",0.446472949999993,10.777942525,2.57448035843308,0.0180309640255411,0.0996263726043625,-3.40512296360917
"BEND6",1.12187778,5.99359007,2.57443852279722,0.0180325936250646,0.0996263726043625,-3.40520431752707
"LOC442028",-1.673523755,4.3168789725,-2.57425060746977,0.0180399150930356,0.0996419924084935,-3.40556973131992
"GPR108",-0.30943486,8.30102887,-2.57405618384143,0.0180474930793926,0.0996590209372887,-3.40594778736194
"GABRA5",-1.04134278,4.78736041,-2.57386306025028,0.018055023360876,0.09965985628398,-3.40632330181856
"STK32B",-1.98473833,6.087430805,-2.573600542889,0.0180652641889893,0.09965985628398,-3.40683372545177
"IGSF9",-0.932521890000001,7.551468955,-2.57356241269078,0.0180667521064281,0.09965985628398,-3.40690786151831
"KLHL5",0.620664099999997,10.76995515,2.57341376407632,0.0180725537773907,0.09965985628398,-3.40719687208406
"TRIM34",-0.531228350000005,8.543311525,-2.57325774848185,0.0180786448634434,0.09965985628398,-3.4075001972405
"TRIM6-TRIM34",-0.531228350000005,8.543311525,-2.57325774848185,0.0180786448634434,0.09965985628398,-3.4075001972405
"IDUA",-0.519420509999999,7.806577285,-2.57324584336158,0.0180791097367808,0.09965985628398,-3.40752334278238
"TRMO",-0.338146750000002,8.779801225,-2.57264485419306,0.0181025918982172,0.0997644953953201,-3.40869169876559
"CHST13",0.705264060000002,6.6755912,2.57220803102269,0.0181196776920853,0.0997716299737817,-3.40954082414255
"SEPTIN7P13",-0.542782310000001,5.995071395,-2.57217066576817,0.0181211398918708,0.0997716299737817,-3.40961345392175
"SLC16A8",-0.796377730000001,4.297181745,-2.57202927260149,0.0181266739802143,0.0997716299737817,-3.40988828629927
"NEIL2",0.694589489999999,7.857199045,2.57201290973386,0.0181273145208789,0.0997716299737817,-3.40992009108274
"ZNF32-AS3",-0.891723069999998,4.868446275,-2.57200665944961,0.0181275592000709,0.0997716299737817,-3.40993223984046
"ELF3",-0.785262549999999,11.480154625,-2.57190380479613,0.0181315860863632,0.0997716299737817,-3.41013215769746
"CFAP68",-0.410971399999999,9.9962497,-2.57180673748663,0.0181353871631564,0.0997716299737817,-3.41032082318504
