GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000069011.10,5.645862021455023,5.7370939582022755,0.41219679157679767,13.918337249195643,4.901751279160553e-44,1.0770618085699482e-39
ENSG00000163817.11,171.54690936900587,2.6967795890554482,0.3074276039434477,8.772080172577898,1.753954432723501e-18,1.9269820375116743e-14
ENSG00000127083.7,202.72943008908936,2.3751357661359753,0.27247289454501455,8.71696162696134,2.8576694199331154e-18,2.0930523388063448e-14
ENSG00000126778.6,43.55891542225966,3.3883163740471716,0.39131484730557026,8.658798400770365,4.767631514201013e-18,2.6189791815384715e-14
ENSG00000166426.7,362.269136515972,2.434947306923405,0.28402356783405736,8.573046685851223,1.0078262414449172e-17,4.428993200653834e-14
ENSG00000152779.12,54.981720958760974,4.118896599677021,0.48206657975159045,8.544248393654449,1.2937550303031801e-17,4.737946546808629e-14
ENSG00000168779.14,6.2203308447502135,3.10457320804811,0.3664060802103824,8.473039547448371,2.3907137284331188e-17,7.50445039355156e-14
ENSG00000096696.9,403.9871887071899,2.9095770532966623,0.3485262705029875,8.348228812415224,6.929423401315594e-17,1.9032527549638443e-13
ENSG00000112303.9,25.614494021568355,2.5613841596762783,0.32035868788761346,7.995363498850543,1.2919213819161891e-15,3.1541542805382693e-12
ENSG00000134294.9,5400.600355565246,1.2478367893265898,0.15731457237302945,7.9321118857805395,2.1545019139657764e-15,4.734087055557001e-12
ENSG00000100906.6,1897.5750774799244,1.109286789473237,0.14038650605389658,7.90166249345478,2.7520777219011015e-15,5.497400343939355e-12
ENSG00000106809.6,508.7059895860782,4.1432962850291615,0.5286990785095477,7.83677606684979,4.6226136783916914e-15,7.25519216823576e-12
ENSG00000172296.8,82.79115137265497,2.7062946537598958,0.3450046823385864,7.84422586793749,4.356324060856669e-15,7.25519216823576e-12
ENSG00000243836.1,46.23199286680129,3.184907640190258,0.4054781803772131,7.854695503534527,4.0074452711865905e-15,7.25519216823576e-12
ENSG00000108950.7,129.64076254448804,2.462597713977507,0.3166267855496566,7.7776038742347575,7.391107627975494e-15,1.0826987193967035e-11
ENSG00000186298.7,3029.3447133547593,0.5531710608272163,0.0719456217011083,7.688738351936362,1.485929872478653e-14,2.04064606799834e-11
ENSG00000168229.3,46.70615934157329,3.0860958473827136,0.4026170907425858,7.665089034573091,1.7870718903833498e-14,2.309842979258432e-11
ENSG00000124107.5,99.45722291997022,3.359891414030518,0.4388584653314846,7.655979500116692,1.918443282687595e-14,2.3418863472496957e-11
ENSG00000142494.9,319.39410561503064,2.00643641043617,0.2628029390649051,7.634756359937951,2.2624787077054922e-14,2.616497086548041e-11
ENSG00000115648.9,46.833842182540096,2.6136307999614843,0.34449986240136266,7.586739750033486,3.280550580734213e-14,3.6041768955236435e-11
ENSG00000241781.2,1157.2482520810108,-3.5714047059974776,0.4770118689919724,-7.487035309089092,7.044675514854355e-14,7.371078813709273e-11
ENSG00000112175.6,77.91022847915313,4.294466178676659,0.5751686886222593,7.466446389777381,8.238951747753236e-14,8.228840306971903e-11
ENSG00000092607.9,44.734993373044354,2.2680223459126365,0.30435402298332626,7.451921691985941,9.199032514287993e-14,8.788275714628265e-11
ENSG00000159212.8,25.945636592900037,3.486346724909105,0.4721627382614778,7.3837819937803095,1.5385529516668288e-13,1.4086093336239678e-10
ENSG00000180447.5,256.24761363402945,1.7464764870352658,0.2368638731444199,7.37333415961838,1.664126668114202e-13,1.4626342111389344e-10
ENSG00000147606.4,31.07324351365483,2.755024131294941,0.3754386407629196,7.338147521780188,2.1657038932957907e-13,1.8302696787457082e-10
ENSG00000146278.10,1857.7372519580426,0.7310775256187323,0.09987585719943501,7.31986233829158,2.482254638785287e-13,1.9544299209310933e-10
ENSG00000170545.12,42.45062339929356,1.2840837034138166,0.17543525274373423,7.319416612860202,2.490512801441342e-13,1.9544299209310933e-10
ENSG00000138772.8,371.1754712670259,1.2473642379013,0.1706551080408658,7.309269861424838,2.6859785498401336e-13,2.035138161228871e-10
ENSG00000011465.12,1841.039460438365,1.7107847720952525,0.23487381400957524,7.283846346640873,3.244345157594858e-13,2.2996127789623164e-10
ENSG00000100985.7,11.6361765247836,2.798344170213064,0.38395444659714273,7.288219201558501,3.140786762467642e-13,2.2996127789623164e-10
ENSG00000163093.7,580.55399428776,-0.494884459851813,0.06831621036851883,-7.24402681563062,4.355552451973722e-13,2.990767313350581e-10
ENSG00000150782.7,155.4652782226628,1.9239862020600187,0.2671487035134372,7.201929774528158,5.936626854994337e-13,3.9528939965088046e-10
ENSG00000165474.5,150.12331462120954,2.604510585614752,0.3619559132772045,7.195656957315914,6.216073334075315e-13,4.01722880498932e-10
ENSG00000225556.1,40.91349677022916,-1.397698628299321,0.19579747931087435,-7.138491431139147,9.436075162387461e-13,5.923967986946848e-10
ENSG00000205358.3,103.87405613936892,2.5259572646636457,0.3560412246915805,7.0945640265442504,1.2975989101958022e-12,7.920039126036767e-10
ENSG00000165030.3,499.15308342410896,0.9674677207894616,0.13720369147366052,7.051324278510319,1.7722293528062557e-12,9.984921940823555e-10
ENSG00000167244.12,555.8785990132458,2.7230271877403656,0.38614590886384237,7.051808980062309,1.7660654364820993e-12,9.984921940823555e-10
ENSG00000167588.8,329.43292386230655,-1.3148738202027108,0.18637793020613527,-7.054879398802483,1.7275048478466e-12,9.984921940823555e-10
ENSG00000159873.5,830.7031625387827,0.5862275267655309,0.08354286414618847,7.017086770447728,2.2654193319604993e-12,1.2444514745292015e-9
ENSG00000183748.4,26.188662068626417,2.618125307299829,0.37460457675679276,6.9890371601082,2.7677911240694122e-12,1.4833335211994436e-9
ENSG00000265710.1,5.013691792058335,-4.681324858102625,0.6711065458704473,-6.975531511215992,3.0471656919094177e-12,1.5941755178172768e-9
ENSG00000168079.12,123.05973118139502,2.740522989819973,0.39677926262821833,6.906920920380458,4.952858379029698e-12,2.5309106316841757e-9
ENSG00000268592.1,20.528838745151614,-3.0753900041020037,0.44567983672032596,-6.900446802200476,5.1839231888216684e-12,2.5887805506358752e-9
ENSG00000116678.14,554.6811814991725,1.5683479844861208,0.22743603654243008,6.8957760974415,5.357151647184152e-12,2.6158376254128305e-9
ENSG00000198743.5,1312.0095418974543,1.1249309957233695,0.16340836874822076,6.88417003572602,5.81254140641265e-12,2.71742494304479e-9
ENSG00000236753.1,89.87208928138375,0.7602130129663837,0.11041246381687289,6.885210117466922,5.770230180605675e-12,2.71742494304479e-9
ENSG00000112299.7,8.949719615910318,2.8501290361158844,0.4147211876773022,6.872397940598087,6.313154611877773e-12,2.8899780476414647e-9
ENSG00000130600.10,94.35364437863312,2.1703085115153615,0.3159733926606587,6.868643252649364,6.481536652353149e-12,2.9065062216766478e-9
ENSG00000164707.10,301.56055229642084,2.458538869325673,0.35891134345843795,6.849989319466501,7.38555024268851e-12,3.2456539096518923e-9
ENSG00000267918.1,430.2765443628816,-1.529108081129756,0.2233226931940539,-6.847078813441739,7.537319829271543e-12,3.2474025217369335e-9
ENSG00000054598.5,466.21428330489584,1.7697013526004604,0.25871116777633224,6.840452106537778,7.894363742201902e-12,3.335824125142354e-9
ENSG00000198417.5,1047.4474926609287,1.691733065312634,0.24801560689984,6.821075038216578,9.036172371514694e-12,3.746260670175328e-9
ENSG00000106258.9,57.478504774172265,1.455285466121434,0.21351780025070102,6.815757114454705,9.376860482559549e-12,3.815513988579277e-9
ENSG00000137819.9,148.02429986062384,1.062212185244193,0.15609811218418815,6.804772782843361,1.0120884571969725e-11,4.043385394543468e-9
ENSG00000166292.7,152.23203133804955,1.3923391112115662,0.2053879211482914,6.779070080787703,1.2095185063459547e-11,4.662587743849064e-9
ENSG00000205116.3,211.24843157168365,-2.794487947145588,0.41214862255638235,-6.780291851547554,1.1993335505014392e-11,4.662587743849064e-9
ENSG00000168453.10,1922.2498802961672,-0.8778793701587332,0.12971851369000378,-6.767571915421841,1.3096156039440495e-11,4.961410976803897e-9
